saps,fecha,servicio,turno,consulta_cantidad,rango_etario,sexo,detalle
DR. JOSE DE LOS REYES VIDAL,2020-02-01,ODONTOLOGIA,MANANA,4.0,15 - 19 AÑOS,F,URGENCIA
DR. JOSE DE LOS REYES VIDAL,2020-02-01,ODONTOLOGIA,MANANA,3.0,15 - 19 AÑOS,M,URGENCIA
DR. JOSE DE LOS REYES VIDAL,2020-02-01,ODONTOLOGIA,MANANA,1.0,20 - 39 AÑOS,F,URGENCIA
DR. JOSE DE LOS REYES VIDAL,2020-02-01,ODONTOLOGIA,MANANA,6.0,1 - 4 AÑOS,M,INACTIVACION DE CARIES
DR. JOSE DE LOS REYES VIDAL,2020-02-01,ODONTOLOGIA,MANANA,3.0,5 - 14 AÑOS,F,INACTIVACION DE CARIES
DR. JOSE DE LOS REYES VIDAL,2020-02-01,ODONTOLOGIA,MANANA,4.0,5 - 14 AÑOS,M,INACTIVACION DE CARIES
DR. JOSE DE LOS REYES VIDAL,2020-02-01,ODONTOLOGIA,MANANA,2.0,15 - 19 AÑOS,F,INACTIVACION DE CARIES
DR. JOSE DE LOS REYES VIDAL,2020-02-01,ODONTOLOGIA,MANANA,1.0,15 - 19 AÑOS,M,INACTIVACION DE CARIES
DR. JOSE DE LOS REYES VIDAL,2020-02-01,ODONTOLOGIA,MANANA,2.0,1 - 4 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. JOSE DE LOS REYES VIDAL,2020-02-01,ODONTOLOGIA,MANANA,1.0,1 - 4 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. JOSE DE LOS REYES VIDAL,2020-02-01,ODONTOLOGIA,MANANA,3.0,40 - 69 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. JOSE DE LOS REYES VIDAL,2020-02-01,ODONTOLOGIA,MANANA,1.0,15 - 19 AÑOS,M,TARTREC Y CEPILLADO MECAniCO
DR. JOSE DE LOS REYES VIDAL,2020-02-01,ODONTOLOGIA,MANANA,1.0,20 - 39 AÑOS,M,TARTREC Y CEPILLADO MECAniCO
DR. JOSE DE LOS REYES VIDAL,2020-02-01,ODONTOLOGIA,MANANA,2.0,40 - 69 AÑOS,F,TARTREC Y CEPILLADO MECAniCO
DR. JOSE DE LOS REYES VIDAL,2020-02-01,ODONTOLOGIA,MANANA,1.0,5 - 14 AÑOS,F,APLICACION DE FLUOR
DR. JOSE DE LOS REYES VIDAL,2020-02-01,ODONTOLOGIA,MANANA,1.0,5 - 14 AÑOS,M,APLICACION DE FLUOR
DR. JOSE DE LOS REYES VIDAL,2020-02-01,ODONTOLOGIA,MANANA,2.0,15 - 19 AÑOS,F,APLICACION DE FLUOR
DR. JOSE DE LOS REYES VIDAL,2020-02-01,ODONTOLOGIA,MANANA,1.0,5 - 14 AÑOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR. JOSE DE LOS REYES VIDAL,2020-02-01,ODONTOLOGIA,MANANA,1.0,5 - 14 AÑOS,F,SELLANTES DE PUNTos FISURAS
ITATI,2020-02-01,ODONTOLOGIA,MANANA,3.0,1 - 4 AÑOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
ITATI,2020-02-01,ODONTOLOGIA,MANANA,12.0,5 - 14 AÑOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
ITATI,2020-02-01,ODONTOLOGIA,MANANA,15.0,5 - 14 AÑOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
ITATI,2020-02-01,ODONTOLOGIA,MANANA,1.0,15 - 19 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
ITATI,2020-02-01,ODONTOLOGIA,MANANA,2.0,15 - 19 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
ITATI,2020-02-01,ODONTOLOGIA,MANANA,1.0,20 - 39 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
ITATI,2020-02-01,ODONTOLOGIA,MANANA,2.0,20 - 39 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
ITATI,2020-02-01,ODONTOLOGIA,MANANA,2.0,5 - 14 AÑOS,F,URGENCIA
ITATI,2020-02-01,ODONTOLOGIA,MANANA,1.0,5 - 14 AÑOS,M,URGENCIA
ITATI,2020-02-01,ODONTOLOGIA,MANANA,1.0,15 - 19 AÑOS,F,URGENCIA
ITATI,2020-02-01,ODONTOLOGIA,MANANA,1.0,15 - 19 AÑOS,M,URGENCIA
ITATI,2020-02-01,ODONTOLOGIA,MANANA,2.0,20 - 39 AÑOS,F,URGENCIA
ITATI,2020-02-01,ODONTOLOGIA,MANANA,1.0,20 - 39 AÑOS,M,URGENCIA
ITATI,2020-02-01,ODONTOLOGIA,MANANA,1.0,20 - 39 AÑOS,F,DERIVACION
ITATI,2020-02-01,ODONTOLOGIA,MANANA,3.0,5 - 14 AÑOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
ITATI,2020-02-01,ODONTOLOGIA,MANANA,3.0,5 - 14 AÑOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
ITATI,2020-02-01,ODONTOLOGIA,MANANA,2.0,15 - 19 AÑOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
ITATI,2020-02-01,ODONTOLOGIA,MANANA,2.0,15 - 19 AÑOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
ITATI,2020-02-01,ODONTOLOGIA,MANANA,5.0,20 - 39 AÑOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
ITATI,2020-02-01,ODONTOLOGIA,MANANA,1.0,20 - 39 AÑOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
ITATI,2020-02-01,ODONTOLOGIA,MANANA,1.0,1 - 4 AÑOS,F,TARTREC Y CEPILLADO MECAniCO
ITATI,2020-02-01,ODONTOLOGIA,MANANA,4.0,5 - 14 AÑOS,F,TARTREC Y CEPILLADO MECAniCO
ITATI,2020-02-01,ODONTOLOGIA,MANANA,5.0,5 - 14 AÑOS,M,TARTREC Y CEPILLADO MECAniCO
ITATI,2020-02-01,ODONTOLOGIA,MANANA,1.0,15 - 19 AÑOS,F,TARTREC Y CEPILLADO MECAniCO
ITATI,2020-02-01,ODONTOLOGIA,MANANA,2.0,20 - 39 AÑOS,M,TARTREC Y CEPILLADO MECAniCO
ITATI,2020-02-01,ODONTOLOGIA,MANANA,10.0,5 - 14 AÑOS,F,APLICACION DE FLUOR
ITATI,2020-02-01,ODONTOLOGIA,MANANA,7.0,5 - 14 AÑOS,M,APLICACION DE FLUOR
ITATI,2020-02-01,ODONTOLOGIA,MANANA,1.0,15 - 19 AÑOS,M,APLICACION DE FLUOR
ITATI,2020-02-01,ODONTOLOGIA,MANANA,5.0,5 - 14 AÑOS,F,INACTIVACION DE CARIES
ITATI,2020-02-01,ODONTOLOGIA,MANANA,6.0,5 - 14 AÑOS,M,INACTIVACION DE CARIES
ITATI,2020-02-01,ODONTOLOGIA,MANANA,1.0,1 - 4 AÑOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
ITATI,2020-02-01,ODONTOLOGIA,MANANA,4.0,5 - 14 AÑOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
ITATI,2020-02-01,ODONTOLOGIA,MANANA,5.0,5 - 14 AÑOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
ITATI,2020-02-01,ODONTOLOGIA,MANANA,1.0,15 - 19 AÑOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
ITATI,2020-02-01,ODONTOLOGIA,MANANA,2.0,< 1 AÑO,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
ITATI,2020-02-01,ODONTOLOGIA,MANANA,4.0,1 - 4 AÑOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
ITATI,2020-02-01,ODONTOLOGIA,MANANA,13.0,5 - 14 AÑOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
ITATI,2020-02-01,ODONTOLOGIA,MANANA,12.0,5 - 14 AÑOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
ITATI,2020-02-01,ODONTOLOGIA,MANANA,2.0,15 - 19 AÑOS,F,EXTRACCION DENTARIA
ITATI,2020-02-01,ODONTOLOGIA,MANANA,1.0,15 - 19 AÑOS,M,EXTRACCION DENTARIA
ITATI,2020-02-01,ODONTOLOGIA,MANANA,3.0,20 - 39 AÑOS,F,EXTRACCION DENTARIA
ITATI,2020-02-01,ODONTOLOGIA,MANANA,3.0,20 - 39 AÑOS,M,EXTRACCION DENTARIA
ITATI,2020-02-01,ODONTOLOGIA,MANANA,1.0,40 - 69 AÑOS,F,EXTRACCION DENTARIA
ITATI,2020-02-01,ODONTOLOGIA,MANANA,1.0,40 - 69 AÑOS,M,EXTRACCION DENTARIA
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1.0,1 - 4 AÑOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,2.0,1 - 4 AÑOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,8.0,5 - 14 AÑOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,6.0,5 - 14 AÑOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,6.0,15 - 19 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,5.0,15 - 19 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,18.0,20 - 39 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,20.0,20 - 39 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,8.0,40 - 69 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,8.0,40 - 69 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1.0,>= 70 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,F,URGENCIA
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1.0,15 - 19 AÑOS,M,URGENCIA
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,2.0,20 - 39 AÑOS,M,URGENCIA
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1.0,40 - 69 AÑOS,F,URGENCIA
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1.0,>= 70 AÑOS,F,URGENCIA
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,M,DERIVACION
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1.0,20 - 39 AÑOS,F,DERIVACION
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1.0,20 - 39 AÑOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1.0,20 - 39 AÑOS,F,TARTREC Y CEPILLADO MECAniCO
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,2.0,5 - 14 AÑOS,F,APLICACION DE FLUOR
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,M,APLICACION DE FLUOR
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1.0,< 1 AÑO,F,APLICACION DE FLUOR
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,2.0,5 - 14 AÑOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,5.0,20 - 39 AÑOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,F,SELLANTES DE PUNTos FISURAS
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,2.0,5 - 14 AÑOS,M,SELLANTES DE PUNTos FISURAS
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,2.0,20 - 39 AÑOS,M,SELLANTES DE PUNTos FISURAS
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1.0,1 - 4 AÑOS,F,TALLER DE PROMOCION Y PREVENCION
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,3.0,1 - 4 AÑOS,M,TALLER DE PROMOCION Y PREVENCION
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,5.0,5 - 14 AÑOS,F,TALLER DE PROMOCION Y PREVENCION
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,6.0,5 - 14 AÑOS,M,TALLER DE PROMOCION Y PREVENCION
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,3.0,15 - 19 AÑOS,F,TALLER DE PROMOCION Y PREVENCION
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,2.0,15 - 19 AÑOS,M,TALLER DE PROMOCION Y PREVENCION
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,2.0,5 - 14 AÑOS,F,EXTRACCION DENTARIA
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,M,EXTRACCION DENTARIA
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,2.0,15 - 19 AÑOS,M,EXTRACCION DENTARIA
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,6.0,20 - 39 AÑOS,F,EXTRACCION DENTARIA
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,7.0,20 - 39 AÑOS,M,EXTRACCION DENTARIA
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,2.0,40 - 69 AÑOS,F,EXTRACCION DENTARIA
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,5.0,40 - 69 AÑOS,M,EXTRACCION DENTARIA
PRIMERA JUNTA,2020-02-01,ODONTOLOGIA,TARDE,1.0,>= 70 AÑOS,F,EXTRACCION DENTARIA
DR. ANIBAL MALVIDO,2020-02-01,ODONTOLOGIA,TARDE,2.0,1 - 4 AÑOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. ANIBAL MALVIDO,2020-02-01,ODONTOLOGIA,TARDE,17.0,5 - 14 AÑOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. ANIBAL MALVIDO,2020-02-01,ODONTOLOGIA,TARDE,18.0,5 - 14 AÑOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. ANIBAL MALVIDO,2020-02-01,ODONTOLOGIA,TARDE,1.0,15 - 19 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. ANIBAL MALVIDO,2020-02-01,ODONTOLOGIA,TARDE,2.0,15 - 19 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. ANIBAL MALVIDO,2020-02-01,ODONTOLOGIA,TARDE,15.0,20 - 39 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. ANIBAL MALVIDO,2020-02-01,ODONTOLOGIA,TARDE,2.0,20 - 39 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. ANIBAL MALVIDO,2020-02-01,ODONTOLOGIA,TARDE,1.0,40 - 69 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. ANIBAL MALVIDO,2020-02-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. ANIBAL MALVIDO,2020-02-01,ODONTOLOGIA,TARDE,5.0,5 - 14 AÑOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
DR. ANIBAL MALVIDO,2020-02-01,ODONTOLOGIA,TARDE,1.0,15 - 19 AÑOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. ANIBAL MALVIDO,2020-02-01,ODONTOLOGIA,TARDE,2.0,20 - 39 AÑOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. ANIBAL MALVIDO,2020-02-01,ODONTOLOGIA,TARDE,6.0,20 - 39 AÑOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
DR. ANIBAL MALVIDO,2020-02-01,ODONTOLOGIA,TARDE,1.0,40 - 69 AÑOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. ANIBAL MALVIDO,2020-02-01,ODONTOLOGIA,TARDE,5.0,5 - 14 AÑOS,F,INACTIVACION DE CARIES
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,3.0,5 - 14 AÑOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,1.0,5 - 14 AÑOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,1.0,15 - 19 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,1.0,15 - 19 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,3.0,20 - 39 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,2.0,20 - 39 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,1.0,20 - 39 AÑOS,M,URGENCIA
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,4.0,5 - 14 AÑOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,1.0,5 - 14 AÑOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,1.0,15 - 19 AÑOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,1.0,1 - 4 AÑOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,1.0,15 - 19 AÑOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,1.0,15 - 19 AÑOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,2.0,< 1 AÑO,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,2.0,< 1 AÑO,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,4.0,1 - 4 AÑOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,3.0,1 - 4 AÑOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,5.0,5 - 14 AÑOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR MANUEL A. GONZALEZ,2020-02-01,ODONTOLOGIA,MANANA,2.0,5 - 14 AÑOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,2.0,1 - 4 AÑOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,2.0,1 - 4 AÑOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,6.0,5 - 14 AÑOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,6.0,5 - 14 AÑOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,10.0,15 - 19 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,2.0,15 - 19 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,9.0,20 - 39 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,3.0,20 - 39 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,3.0,40 - 69 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,1.0,1 - 4 AÑOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,5.0,5 - 14 AÑOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,2.0,15 - 19 AÑOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,1.0,15 - 19 AÑOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,4.0,20 - 39 AÑOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,1.0,5 - 14 AÑOS,F,EXTRACCION DENTARIA
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,1.0,15 - 19 AÑOS,F,EXTRACCION DENTARIA
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,1.0,20 - 39 AÑOS,F,EXTRACCION DENTARIA
DR. PEDRO BLUGERMAN,2020-02-01,ODONTOLOGIA,MANANA,1.0,40 - 69 AÑOS,F,EXTRACCION DENTARIA
MARCELINO VERA,2020-02-01,ODONTOLOGIA,MANANA,1.0,20 - 39 AÑOS,M,URGENCIA
MARCELINO VERA,2020-02-01,ODONTOLOGIA,MANANA,2.0,>= 70 AÑOS,M,EXTRACCION DENTARIA
MARCELINO VERA,2020-02-01,ODONTOLOGIA,MANANA,1.0,5 - 14 AÑOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
MARCELINO VERA,2020-02-01,ODONTOLOGIA,MANANA,1.0,5 - 14 AÑOS,F,INACTIVACION DE CARIES
MARCELINO VERA,2020-02-01,ODONTOLOGIA,MANANA,1.0,1 - 4 AÑOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
MARCELINO VERA,2020-02-01,ODONTOLOGIA,MANANA,5.0,5 - 14 AÑOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
MARCELINO VERA,2020-02-01,ODONTOLOGIA,MANANA,3.0,5 - 14 AÑOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
MARCELINO VERA,2020-02-01,ODONTOLOGIA,MANANA,1.0,20 - 39 AÑOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
MARCELINO VERA,2020-02-01,ODONTOLOGIA,MANANA,1.0,20 - 39 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,7.0,1 - 4 AÑOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,11.0,1 - 4 AÑOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,27.0,5 - 14 AÑOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,25.0,5 - 14 AÑOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,6.0,15 - 19 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,5.0,15 - 19 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,4.0,20 - 39 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,1.0,40 - 69 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,1.0,40 - 69 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,5.0,5 - 14 AÑOS,F,URGENCIA
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,3.0,15 - 19 AÑOS,F,URGENCIA
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,8.0,15 - 19 AÑOS,M,URGENCIA
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,34.0,20 - 39 AÑOS,F,URGENCIA
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,21.0,20 - 39 AÑOS,M,URGENCIA
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,9.0,40 - 69 AÑOS,F,URGENCIA
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,M,EXTRACCION DENTARIA
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,6.0,15 - 19 AÑOS,F,EXTRACCION DENTARIA
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,7.0,15 - 19 AÑOS,M,EXTRACCION DENTARIA
DR. SEMPER,2020-02-01,ODONTOLOGIA,TARDE,18.0,20 - 39 AÑOS,F,EXTRACCION DENTARIA
